no,level,salary,huyou,jukyo,tsukin,nichgakutokukin,jikangai,yakan,kanri,kanritokukin,bonus,shoteate,jinkenhi
738,4,304640,23100,15300,12200,0,35334,0,0,0,1005985,488034,6652843
739,4,323490,14000,30100,5000,10630,18470,6924,0,0,1041635,520548,7362971
740,5,332019,29600,15300,9800,0,48814,0,0,0,1087636,520548,7355308
741,4,323490,0,30100,5000,2230,8658,6924,0,0,1000353,520548,6653157
742,4,304640,0,15300,12200,9110,11415,9248,0,0,937869,488034,6383631
743,4,328726,0,15300,22080,0,3284,0,0,0,1019369,530444,6455857
744,4,328726,29600,18100,5000,2700,167124,0,0,0,1114419,534486,8779893
745,4,328726,0,15300,13824,0,32252,0,0,0,1023330,532389,6710307
746,5,337161,21800,15300,14724,0,30080,0,0,0,1166008,573597,7285285
747,5,337161,7800,15300,5040,0,14196,0,0,0,1124725,573597,6749026
748,4,319492,0,0,0,0,0,0,0,0,986467,513323,5793762
749,5,343706,23100,15300,5040,0,9198,0,0,0,1192922,585614,7062856
750,4,328726,0,18100,9833,3100,47505,0,0,0,1019369,530444,6910345
751,4,335009,21800,15300,26496,0,0,0,0,0,1114536,546515,6958115
752,5,337161,0,30100,12232,0,0,0,0,0,1019369,530444,6589237
753,4,328726,0,18100,2900,0,8796,0,0,0,823522,394766,5993916
754,4,295787,0,30100,3780,0,8656,0,0,0,910701,473897,5870402
755,4,336723,0,15300,7940,0,0,0,0,0,863201,285352,5952981
756,4,317492,31500,18100,8123,0,29000,0,0,0,1037853,499130,6890111
757,4,308068,29600,15300,22546,14700,0,0,0,0,1039944,495731,6704483
758,4,326727,37100,15300,7400,16400,21803,0,0,0,1128768,530444,7582088
759,3,319712,21800,30100,11046,14000,0,0,0,0,1048983,512127,7108458
760,4,334724,21800,15300,15836,13300,0,0,0,0,1108706,543481,7286691
761,4,328060,34600,15300,12131,0,0,0,0,0,1133773,536885,6873978
762,4,324061,14000,30100,5000,14300,21623,0,0,0,1050991,525417,7271932
763,4,332058,42100,15300,9800,14000,22510,0,0,0,1160115,539084,7774295
764,4,333391,0,18100,15856,0,18798,0,0,0,1023632,532154,6669598
765,4,333391,0,30100,17846,0,24746,0,0,0,1040199,541283,6934550
766,4,341292,16200,15300,10020,0,39585,0,0,0,1110003,552749,7246304
767,4,329392,0,15300,5000,1800,0,0,0,0,1027520,534686,6254434
768,4,321491,0,0,3780,0,66531,0,0,0,997271,518831,6680662
769,4,321491,14000,15300,12809,0,95102,0,0,0,1034693,516936,7539149
770,4,321491,0,0,13512,0,29368,0,0,0,993411,516936,6345735
771,4,321491,21800,30100,3780,0,8604,0,0,0,954191,463289,6541108
772,4,311114,0,0,9504,2700,0,0,0,0,958998,499029,5785839
773,5,330242,29600,15300,13613,0,14730,0,0,0,1164365,560767,7085124
774,5,330242,0,30100,5040,0,9310,0,0,0,1077082,560767,6609701
775,4,323490,0,0,7560,0,35325,0,0,0,1007975,524515,6394806
776,5,338938,15600,30100,13086,0,32050,0,0,0,1079523,537808,7285147
777,4,323490,0,15300,14949,2500,12006,0,0,0,1007975,524515,6417246
778,3,303319,0,15300,15139,0,38532,0,0,0,924969,481061,6310286
779,4,313304,19000,18100,2900,0,23034,0,0,0,1002023,491997,6488588
780,3,320294,7800,18100,3780,0,0,0,0,0,1013494,515139,6200773
781,4,329392,0,30100,5000,10000,0,0,0,0,1012437,526552,6507217
782,4,287219,37100,18100,2900,0,43554,0,0,0,930238,426905,6490635
783,4,304069,23100,18100,5000,13300,20620,0,0,0,966569,467271,6796508
784,5,337161,14000,15300,11903,0,170852,0,0,0,1060652,530444,8687356
785,4,290836,7800,18100,5000,16600,25214,0,0,0,810101,421320,6293045
786,4,329392,34600,15300,20519,14700,3292,0,0,0,1094741,526552,7463685
787,4,329392,0,15300,7400,14700,22330,0,0,0,1012437,526552,6987385
788,4,295787,23100,15300,7400,0,25649,0,0,0,958035,462833,6286892
789,4,321491,20600,18100,5000,15400,3212,0,0,0,1001750,497070,6894368
790,4,315208,0,0,0,12600,0,0,0,0,934719,486132,6099987
791,4,328726,11200,0,8590,0,87266,0,0,0,1052395,530444,7301715
792,4,300452,0,30100,17348,1800,0,0,0,0,885652,460613,5975313
793,4,311876,0,0,5000,2000,0,0,0,0,923443,480267,5679322
794,4,317492,15600,15300,8154,0,40783,0,0,0,1025522,509709,6782831
795,4,313304,29600,15300,13163,0,36781,0,0,0,1053223,502642,6947417
796,4,313304,7800,15300,7056,2700,83850,0,0,0,988940,502642,7114086
797,4,311114,14000,15300,14016,0,13098,0,0,0,1000281,499029,6377802
798,3,301088,0,0,13086,0,0,0,0,0,567597,0,4771245
799,5,332019,29600,15300,14093,0,8886,0,0,0,1087636,520548,6927688
800,4,315493,14000,30100,16631,0,26682,0,0,0,1014166,506254,6829760
801,5,330242,37100,15300,5000,0,28636,0,0,0,1083087,516936,7124331
802,4,308924,0,15300,13319,0,2756,0,0,0,958683,498429,5985540
803,4,315493,0,0,21827,0,5628,0,0,0,972883,506254,6048821
804,4,311114,15600,18100,8123,0,19425,0,0,0,1011322,501884,6452010
805,4,308924,0,0,20816,0,25468,0,0,0,952055,495416,6154807
806,3,285956,0,30100,2900,10000,11020,0,0,0,872242,453639,5817361
807,3,268302,7800,18100,0,9500,0,0,0,0,797690,402904,5242602
808,3,265392,21800,30100,13113,0,0,0,0,0,831134,398827,5608377
809,3,300991,0,30100,5000,2000,0,0,0,0,923443,480267,5894218
810,4,315493,29600,15300,7400,15020,21050,7882,0,0,1060166,506254,7150212
811,4,302451,29600,18100,2900,0,0,0,0,0,1018208,484421,6217393
812,3,274316,29600,15300,11760,3610,13215,8313,0,0,881420,413018,6005434
813,3,301088,23100,30100,7400,0,16760,0,0,0,986075,477415,6471690
814,4,300261,29600,18100,5000,2230,8037,5896,0,0,1011265,480808,6535421
815,3,269854,14000,15300,13416,7190,9628,6734,0,0,821487,405772,5825467
816,3,269854,0,18100,5000,6490,10110,6253,0,0,780205,405772,5707445
817,3,269854,0,30100,5000,0,2407,0,0,0,780205,405772,5262893
818,3,287993,33100,15300,23729,2000,0,0,0,0,976551,457126,6241513
819,3,287993,12800,0,2900,2000,0,0,0,0,926717,457126,5485299
820,4,291408,0,0,3780,2500,36400,0,0,0,896817,466671,5792160
821,3,278778,15600,30100,9899,0,20490,0,0,0,268256,0,4950560
822,3,281009,15600,15300,5000,0,30686,0,0,0,860164,423434,5881854
823,3,269854,0,0,4536,0,34855,0,0,0,780205,405772,5285501
824,3,269854,15600,15300,5000,0,0,0,0,0,815217,405772,5301085
825,4,287219,0,30100,5040,0,40276,0,0,0,820839,426905,6012956
826,4,287219,0,30100,12330,0,7686,0,0,0,820839,426905,5709356
827,4,293597,29600,18100,9833,0,39606,0,0,0,928150,437321,6519699
828,3,276547,0,0,8154,0,12335,0,0,0,801103,416641,5180396
829,4,285029,0,30100,7560,0,76483,0,0,0,814164,423434,6438098
830,4,285029,0,0,8550,0,5594,0,0,0,814164,423434,5238110
831,4,285029,0,30100,7758,0,13121,0,0,0,814164,423434,5680130
832,4,285029,0,0,11903,0,15258,0,0,0,814164,423434,5394314
833,3,223973,0,0,14957,0,0,0,0,0,0,0,3189672
834,4,285029,0,0,2900,0,53905,0,0,0,814164,423434,5750042
835,4,285029,0,18100,0,0,20954,0,0,0,814164,423434,5537030
836,3,307296,0,30100,2900,0,10964,0,0,0,894273,465097,6016990
837,3,251812,23100,18100,5000,0,0,0,0,0,773669,378448,5124129
838,3,283919,12800,18100,0,0,0,0,0,0,270313,84595,4560008
839,3,279748,0,0,7400,2000,0,0,0,0,810101,421320,5104025
840,3,243470,15600,15300,3780,2000,0,0,0,0,603959,290533,4629348
841,3,279748,0,18100,3780,0,33844,0,0,0,810101,421320,5659913
842,4,285029,0,15300,11760,12850,13223,9162,0,0,814164,423434,5815922
843,4,285029,15600,18100,5000,4600,35089,7635,0,0,860164,423434,6531606
844,4,285029,21800,18100,7680,14650,19325,8144,0,0,878447,423434,6372253
845,3,263064,29600,15300,5000,14320,51534,7973,0,0,847460,395355,6427367
846,3,281009,21800,30100,10020,0,35098,0,0,0,878447,423434,6274249
847,3,272085,0,0,12851,0,72810,0,0,0,787170,409394,5881316
848,3,281009,29600,15300,12060,0,15842,0,0,0,901447,423434,6017889
849,3,272085,0,30100,16631,0,48540,0,0,0,787170,409394,5996636
850,3,272085,0,0,2900,0,7867,0,0,0,787170,409394,4982588
851,3,272085,0,30100,5000,0,12523,0,0,0,787170,409394,5424860
852,3,272085,21800,18100,0,0,437496,0,0,0,851452,409394,10677810
853,5,287326,7800,18100,11903,0,73099,0,0,0,810170,409394,6423280
854,5,320892,0,15300,11802,0,36416,0,0,0,894273,465097,6434374
855,3,272085,0,30100,6858,0,24856,0,0,0,787170,409394,5595152
856,3,272085,0,0,8976,0,21843,0,0,0,787170,409394,5223212
857,3,272085,0,0,5000,0,12816,0,0,0,787170,409394,5067176
858,3,285956,16200,18100,2900,0,10204,0,0,0,878478,432037,5745931
859,3,261318,7800,15300,10020,0,14735,0,0,0,777663,392488,5267755
860,3,272085,37100,15300,9800,460,21843,0,0,0,896568,409394,6030242
861,3,272085,29600,15300,7400,2970,33491,5335,0,0,874453,409394,6458415
862,3,267720,0,15300,5000,240,16716,0,0,0,773527,402299,5221050
863,3,254043,21800,15300,5000,2220,31278,4077,0,0,798627,381920,5582375
864,3,254043,0,30100,9323,10410,11784,7248,0,0,734344,381920,5680116
865,3,236971,21800,15300,5000,2760,29172,3384,0,0,747250,355200,5247718
866,3,236971,0,30100,5000,3430,33400,4653,0,0,682967,355200,5251631
867,3,267720,0,18100,0,0,36106,0,0,0,787170,409394,5445188
868,3,263064,7800,30100,7515,0,189814,0,0,0,783177,395355,7760940
869,3,258505,0,15300,11538,0,0,0,0,0,603686,203299,4603341
870,3,245410,0,0,13113,0,22855,0,0,0,709091,368786,4807801
871,3,274316,0,0,3780,2500,7341,0,0,0,794137,413018,5057403
872,3,256274,0,0,5000,0,4572,0,0,0,681931,203299,4444406
873,3,256274,7800,30100,2900,0,39138,0,0,0,236026,131051,4781877
874,3,245410,29600,15300,5000,0,22416,0,0,0,796374,368786,5373884
875,3,245410,0,30100,7443,0,4378,0,0,0,709091,368786,4879237
876,3,245410,0,30100,0,0,29333,0,0,0,709091,368786,5089381
877,3,245410,0,15300,4536,0,0,0,0,0,709091,368786,4614217
878,3,290030,16200,0,9800,0,13451,0,0,0,891249,438680,5724665
879,3,237165,0,30100,5000,200,0,0,0,0,685580,356559,4653227
880,3,243470,16200,30100,12154,2000,0,0,0,0,736312,365767,5123087
881,3,263064,29600,15300,17000,2000,7041,4690,0,0,847460,395355,6063071
882,3,263064,15600,30100,7400,3950,39891,5628,0,0,806178,395355,6112029
883,3,245410,21800,15300,9800,11110,6567,7446,0,0,773374,368786,5648184
884,3,254043,21800,15300,9800,11280,11784,8607,0,0,798627,381920,5569127
885,3,228241,23100,18100,2900,3660,28098,4884,0,0,725542,341916,5427442
886,3,228241,0,30100,5000,4520,28098,4884,0,0,690451,341916,4971139
887,3,285471,0,0,6680,2500,21087,0,0,0,666861,319723,5186512
888,3,254043,0,15300,5000,0,18676,0,0,0,734344,381920,4998312
889,3,247641,0,15300,4031,0,18206,0,0,0,571060,273908,4623696
890,3,236971,0,30100,3780,0,17420,0,0,0,682967,355200,4838651
891,3,249872,0,30100,14600,2990,6687,5352,0,0,744419,375730,5281821
892,3,236971,0,30100,0,14300,18181,6345,0,0,682967,355200,5351519
893,3,236971,0,15300,2900,1700,0,423,0,0,682967,355200,4466927
894,3,236971,0,15300,17000,3620,31286,4653,0,0,682967,355200,5085359
895,3,219705,0,30100,9800,3530,8232,2352,0,0,632755,329085,4562836
896,3,219705,0,15300,7400,3560,7840,4704,0,0,632755,329085,4507336
897,3,251812,0,30100,11046,2700,69180,0,0,0,727668,378448,5846776
898,3,247641,29600,15300,3780,0,121770,0,0,0,803050,372259,6591617
899,3,256274,0,30100,5000,0,11430,0,0,0,741018,385391,5129081
900,3,245410,0,30100,12851,0,0,0,0,0,709091,368786,4891597
901,3,269854,15600,18100,3780,0,36400,0,0,0,657578,297601,5491035
902,3,272085,15600,15300,8154,0,24177,0,0,0,833170,409394,5680620
903,3,298857,0,0,0,0,48940,0,0,0,867570,451209,5922687
904,3,254043,0,0,13163,0,43154,0,0,0,734344,381920,5206404
905,3,245410,0,30100,5040,0,91061,0,0,0,709091,368786,5890597
906,5,304810,29600,15300,14301,0,21752,0,0,0,1075465,514482,6700651
907,5,287326,0,18100,11903,3600,92268,0,0,0,928606,483465,6784183
908,3,228241,0,0,2900,0,32985,0,0,0,657425,341916,4497509
909,3,211460,0,0,5543,0,0,0,0,0,603294,313717,3825547
910,3,281009,7800,18100,3780,0,74998,0,0,0,837164,423434,6304726
911,3,289933,7800,0,5040,0,31446,0,0,0,863868,437321,5740541
912,3,228241,0,0,5000,0,10668,0,0,0,520273,249461,4025298
913,3,254043,0,30100,13638,0,18676,0,0,0,734344,381920,5279568
914,3,225913,0,30100,9833,0,0,0,0,0,650749,338444,4504653
915,3,254043,0,30100,25083,0,0,0,0,0,734344,381920,5192796
916,2,224543,0,30100,5000,2000,0,0,0,0,647238,336568,4446862
917,3,211460,0,30100,12200,16850,19998,4524,0,0,603294,313717,4836427
918,3,245410,15600,30100,11046,0,10945,0,0,0,755092,368786,5256942
919,3,245410,14000,15300,5000,2610,30207,5694,0,0,709091,368786,5582125
920,3,245410,7800,15300,7400,3560,30207,4380,0,0,732091,368786,5546229
921,3,245410,29600,30100,7400,0,21890,0,0,0,796374,368786,5573972
922,3,236971,0,0,5040,0,33740,0,0,0,682967,355200,4688411
923,3,245410,0,30100,7811,0,42816,0,0,0,709091,368786,5344909
924,3,307296,0,0,22872,3020,0,0,0,0,894273,465097,5800126
925,3,272085,0,15300,5000,0,7281,0,0,0,787170,409394,5184356
926,3,267720,7800,15300,5543,0,0,0,0,0,634014,265486,4852600
927,3,245410,0,30100,7056,0,19701,0,0,0,709091,368786,5058469
928,3,301088,0,0,0,0,54688,0,0,0,874246,454681,6031799
929,3,305453,29600,15300,9865,0,37278,0,0,0,974881,461626,6688931
930,3,236971,7800,18100,0,0,72720,0,0,0,705968,355200,5440724
931,2,216158,0,30100,4283,0,0,0,0,0,196306,80307,3594361
932,3,289933,29600,15300,17131,0,28860,0,0,0,928150,437321,6395475
933,3,296626,15600,18100,9833,0,53242,0,0,0,906895,447737,6525048
934,3,307296,29600,18100,0,0,52858,0,0,0,981556,465097,6826025
935,2,202118,0,30100,14949,0,123823,0,0,0,583795,303577,5630300
936,3,281009,0,30100,3780,0,42912,0,0,0,814164,423434,5935862
937,3,254043,14000,30100,0,0,38804,0,0,0,775627,381920,5586891
938,3,254043,21800,15300,13163,0,7344,0,0,0,798627,381920,5317559
939,3,236971,0,30100,4536,480,118044,0,0,0,682967,355200,6170555
940,3,245410,0,0,16514,0,24605,0,0,0,709091,368786,4869613
941,6,303926,15600,15300,17988,0,39038,0,0,0,997064,495157,6654561
942,3,301088,20600,15300,11591,0,5802,0,0,0,920247,454681,6090724
943,2,239460,15600,18100,5000,0,0,0,0,0,727068,359873,4792145
944,3,272085,0,30100,22949,0,0,0,0,0,787170,409394,5489972
945,3,245410,0,30100,4031,1320,70048,0,0,0,709091,368786,5642173
946,3,235031,0,15300,17140,2000,0,0,0,0,680066,353691,4605845
947,3,263646,14000,15300,9800,200,0,0,0,0,782522,385449,5203127
948,3,219705,0,0,5000,0,0,0,0,0,632755,329085,3974668
949,2,202118,7800,15300,12200,4300,5409,5776,0,0,595807,303577,4236500
950,3,236971,0,15300,2900,13570,18350,7614,0,0,682967,355200,5217215
951,3,236971,0,30100,2900,15450,13953,7191,0,0,682967,355200,5167763
952,3,236971,0,30100,5000,4620,29172,5499,0,0,682967,355200,5115743
953,2,202118,21800,30100,14600,3800,26682,4693,0,0,637089,303577,4908622
954,3,236971,0,30100,12480,3940,6342,4230,0,0,682967,355200,4908155
955,3,234740,7800,30100,5000,5210,33090,5866,0,0,680971,347696,5348163
956,3,230472,0,30100,10836,3600,106912,0,0,0,651312,338686,5904910
957,3,236971,0,30100,5040,0,0,0,0,0,675360,351008,4632932
958,3,228241,0,15300,3780,0,21989,0,0,0,645201,335508,4541085
959,3,228241,0,30100,0,0,0,0,0,0,645201,335508,4409457
960,3,228241,0,30100,3025,0,30786,0,0,0,645201,335508,4815189
961,3,228241,0,30100,7400,0,20523,0,0,0,645201,335508,4744533
962,2,216158,0,30100,8550,0,0,0,0,0,187391,120466,3676809
963,3,228241,0,0,10828,0,149846,0,0,0,645201,335508,5976345
964,3,236971,0,30100,7515,0,84812,0,0,0,669066,347918,5670992
965,3,292164,0,15300,13113,0,0,0,0,0,683671,230235,5181538
966,2,245115,0,15300,15939,0,0,0,0,0,0,0,3669204
967,3,298857,0,0,12232,0,15996,0,0,0,867570,451209,5674143
968,5,313132,29600,15300,7056,1980,92169,0,0,0,1104162,529424,7637954
969,3,298857,29600,15300,12851,0,0,0,0,0,954853,451209,6158326
970,3,281009,29600,18100,9406,0,48126,0,0,0,878447,423434,6384049
971,3,292164,57100,18100,0,0,87876,0,0,0,1015916,440793,7422521
972,2,262178,0,18100,0,0,0,0,0,0,469539,0,4210407
973,3,278778,0,0,5000,0,0,0,0,0,242924,89237,4138933
974,3,263064,29600,18100,0,0,68334,0,0,0,847460,395355,6213419
975,3,263064,0,30100,4031,0,25532,0,0,0,760177,395355,5407060
976,2,195585,0,30100,3780,0,82216,0,0,0,565751,294194,4881757
977,3,211460,0,30100,14868,2700,91890,0,0,0,603294,313717,5433727
978,3,211460,0,30100,9073,2700,60580,0,0,0,603294,313717,4988467
979,2,205433,0,0,3780,0,0,0,0,0,541042,283156,3630566
980,3,287702,0,30100,0,0,46714,0,0,0,834191,433849,6056520
981,2,208943,0,30100,2900,0,0,0,0,0,541042,298436,4043670
982,3,236971,15600,18100,0,0,4228,0,0,0,715067,347918,4725469
983,3,281009,0,30100,7785,0,11832,0,0,0,814164,423434,5610962
984,3,241433,7800,15300,16401,0,0,0,0,0,708333,362145,4800570
985,3,228241,7800,30100,3780,0,46096,0,0,0,657213,335508,5124813
986,3,228241,0,0,3780,0,41862,0,0,0,645201,335508,4595961
987,2,212453,0,30100,4031,0,13265,0,0,0,613188,318861,4356165
988,3,211460,0,30100,5000,14700,14336,6786,0,0,603294,313717,4707871
989,2,195585,0,0,7400,10290,11168,4537,0,0,565751,294194,3889345
990,3,228241,0,30100,7400,2960,6108,4070,0,0,645201,335508,4655913
991,2,208943,7800,30100,19400,12180,7456,7460,0,0,242417,128733,4275794
992,3,211460,21800,15300,7400,6820,5658,5655,0,0,667577,313717,4875186
993,2,195585,0,30100,5000,2680,24075,4188,0,0,565751,294194,4281121
994,2,195585,0,0,14600,4690,9423,4188,0,0,565751,294194,3973849
995,2,195585,0,0,5000,8550,11168,5235,0,0,565751,294194,4119337
996,3,228241,7800,30100,5000,5670,6108,5291,0,0,645201,335508,5069385
997,3,228241,0,30100,9800,7520,6108,4884,0,0,645201,335508,4749201
998,3,211460,0,30100,14600,7600,17352,6786,0,0,603294,313717,4798507
999,3,211460,0,30100,2900,7900,15844,5278,0,0,603294,313717,4625515
1000,3,296626,15600,15300,9406,3580,23604,0,0,0,895907,447737,6162640
1001,3,251812,0,15300,5040,0,27312,0,0,0,727668,378448,5062288
1002,2,229905,7800,15300,13113,0,0,0,0,0,205902,0,3741606
1003,2,222203,0,30100,5040,0,8880,0,0,0,639381,332482,4486507
1004,3,234740,0,30100,5000,1320,9466,0,0,0,676002,351577,4733107
1005,3,287702,0,0,9833,0,12835,0,0,0,834191,433849,5406768
1006,2,194025,0,30100,3780,0,59822,0,0,0,561095,291773,4584988
1007,2,222203,0,30100,5040,0,22120,0,0,0,639381,332482,4645387
1008,2,207188,0,0,25391,0,11088,0,0,0,662629,311144,4196121
